year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_098,Michaelmas,M16B,14-16 Dec 2026,B,13,P4.7 Vectors,7/16,P4.7.5 Solving Geometric Problems in Two Dimensions,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_099,Michaelmas,M16B,14-16 Dec 2026,B,13,P4.7 Vectors,8/16,P4.7.6 Solving Geometric Problems in Three Dimensions,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_100,Lent,L1A,7-8 Jan 2027,A,13,P4.7 Vectors,9/16,P4.7.7 Position Vectors,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",Term restart after INSET on Wed 6 Jan. Partial week.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_101,Lent,L1A,7-8 Jan 2027,A,13,P4.7 Vectors,10/16,P4.7 Vectors teaching and practice,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_102,Lent,L1A,7-8 Jan 2027,A,13,P4.7 Vectors,11/16,P4.7.8 3D Coordinates,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_103,Lent,L2B,11-15 Jan 2027,B,0,MOCK WEEK,★,Mock Exam,assessment,No regular teaching. Use mock outcomes for targeted reteaching from L3A.,Year 12 and Year 13 mock week. No regular teaching.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_104,Lent,L3A,18-22 Jan 2027,A,13,P4.7 Vectors,12/16,P4.7.9 Equation of a Line in Three Dimensions,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",Mock review and targeted reteaching. Year 12 and 13 mock results report opens.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_105,Lent,L3A,18-22 Jan 2027,A,13,P4.7 Vectors,13/16,P4.7.10 Points of Intersection,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_106,Lent,L3A,18-22 Jan 2027,A,13,P4.7 Vectors,14/16,P4.7 Vectors teaching and practice,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_107,Lent,L3A,18-22 Jan 2027,A,13,P4.7 Vectors,15/16,P4.7.11 Scalar Product,core,"Represent vectors using column and unit vector notation. Perform basic vector operations including addition, subtraction, and scalar multiplication.; Express vectors in component form using magnitude and direction. Interpret and construct vector diagrams in two and three dimensions.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_108,Lent,L3A,18-22 Jan 2027,A,13,P4.7 Vectors,★,Unit Test 13: P4.7 Vectors,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_109,Lent,L3A,18-22 Jan 2027,A,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_110,Lent,L3A,18-22 Jan 2027,A,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_111,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Mock marking/standardisation and report checking window.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_112,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_113,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_114,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_115,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_116,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_117,Lent,L4B,25-29 Jan 2027,B,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_118,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Power BI and report completion window. Use for consolidation where needed.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_119,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_120,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_121,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_122,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_123,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_124,Lent,L5A,1-5 Feb 2027,A,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_125,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Final week before Lent half-term. Year 13 PTC Wed 10 Feb. Avoid starting a new unit.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_126,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_127,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_128,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_129,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_130,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_131,Lent,L6B,8-12 Feb 2027,B,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_132,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Return after half-term. Year 11 mock week and Yr 7-9 Adventure Week; sixth-form teaching continues.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_133,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_134,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_135,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_136,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_137,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_138,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_139,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Yr 7-10 and 12 IR3 opens. Year 11 and 13 Full Report 3 opens.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_140,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_141,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_142,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_143,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_144,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_145,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_146,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,IR3 and full report checking window. Use for final content and consolidation.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_147,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_148,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_149,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_150,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_151,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_152,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_153,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,1/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Target deadline for first teaching: finish all examinable content by Fri 19 Mar.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_154,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,2/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_155,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,3/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_156,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,4/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_157,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,5/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_158,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,6/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_159,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,7/7,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_160,Lent,L11A,22-26 Mar 2027,A,0,Past papers,1/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week. No new first teaching.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_161,Lent,L11A,22-26 Mar 2027,A,0,Past papers,2/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_162,Lent,L11A,22-26 Mar 2027,A,0,Past papers,3/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_163,Lent,L11A,22-26 Mar 2027,A,0,Past papers,4/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_164,Lent,L11A,22-26 Mar 2027,A,0,Past papers,5/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_165,Lent,L11A,22-26 Mar 2027,A,0,Past papers,6/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_166,Lent,L11A,22-26 Mar 2027,A,0,Past papers,7/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_167,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,1/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week and end of Lent. No new first teaching.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_168,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,2/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_169,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,3/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_170,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,4/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_171,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,5/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_172,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,6/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_173,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,7/7,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_174,Summer,S1A,19-23 Apr 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Summer term starts. Revision, intervention, exam practice and study leave only."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_175,Summer,S2B,26-30 Apr 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_176,Summer,S3A,3-7 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"National holiday Tue 4 May. Revision, intervention, exam practice and study leave."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_177,Summer,S4B,10-14 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_178,Summer,S5A,17-21 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_179,Summer,S6B,24-28 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_180,Summer,S7A,31 May-4 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,National holidays Thu 3 and Fri 4 Jun. Exams/study leave.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_181,Summer,S8B,7-11 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_182,Summer,S9A,14-18 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_183,Summer,S10B,21-25 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 12 FM,FM P1-P4 (FMP1234),y13_fmp1234_184,Summer,S11A,28-30 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Final week usually off timetable. No required teaching.
Year 13,M1 (shared with Y12 FMM1),y13_m1_001,Michaelmas,M1A,24-28 Aug 2026,A,0,Start of Year,1/1,"Induction, routines, course overview and diagnostic",flex,"Set expectations, confirm calculator and folder systems, review exam-board structure and diagnose prerequisite gaps.","Induction, routines and diagnostics. Welcome day Wed 26 Aug. No formal first teaching."
Year 13,M1 (shared with Y12 FMM1),y13_m1_002,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,M1.1 Mathematical Models in Mechanics,1/3,M1.1.1 Constructing a Model + M1.1.2 Modelling Assumptions,core,Define the process of mathematical modelling in mechanics. Apply modelling to represent physical systems and interpret results.; Identify and justify common modelling assumptions. Evaluate the impact of assumptions on model accuracy.,"Formal teaching starts. Yr 7, 10 and 12 CAT4 testing Wed 2 Sep."
Year 13,M1 (shared with Y12 FMM1),y13_m1_003,Michaelmas,M3A,7-11 Sep 2026,A,1,M1.1 Mathematical Models in Mechanics,2/3,M1.1.3 Quantities and Units,core,Define the process of mathematical modelling in mechanics. Apply modelling to represent physical systems and interpret results.; Identify and justify common modelling assumptions. Evaluate the impact of assumptions on model accuracy.,Exeter 1. External exam review documentation due.
Year 13,M1 (shared with Y12 FMM1),y13_m1_004r,Michaelmas,M3A,7-11 Sep 2026,A,1,M1.1 Mathematical Models in Mechanics,,Revision,cse,Mixed revision and exam-style practice for M1.1 Mathematical Models in Mechanics.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_004,Michaelmas,M3A,7-11 Sep 2026,A,1,M1.1 Mathematical Models in Mechanics,★,Unit Test 1: M1.1 Mathematical Models in Mechanics,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_005,Michaelmas,M4B,14-18 Sep 2026,B,2,M1.2 Constant Acceleration,1/5,M1.2.1 Displacement–Time Graphs + M1.2.2 Velocity–Time Graphs,core,Interpret displacement–time graphs to describe motion. Calculate velocity as the gradient of a displacement–time graph.; Interpret velocity time graphs and calculate acceleration. Determine displacement as the area under a velocity–time graph.,Year 7 Tutor and Teacher PTC Wed 16 Sep.
Year 13,M1 (shared with Y12 FMM1),y13_m1_006,Michaelmas,M5A,21-25 Sep 2026,A,2,M1.2 Constant Acceleration,2/5,M1.2.3 Acceleration–Time Graphs,core,Interpret displacement–time graphs to describe motion. Calculate velocity as the gradient of a displacement–time graph.; Interpret velocity time graphs and calculate acceleration. Determine displacement as the area under a velocity–time graph.,Yr 7-13 Interim Report 0 opens Thu 25 Sep.
Year 13,M1 (shared with Y12 FMM1),y13_m1_007,Michaelmas,M5A,21-25 Sep 2026,A,2,M1.2 Constant Acceleration,3/5,M1.2.4 Constant Acceleration Formulae 1,core,Interpret displacement–time graphs to describe motion. Calculate velocity as the gradient of a displacement–time graph.; Interpret velocity time graphs and calculate acceleration. Determine displacement as the area under a velocity–time graph.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_008,Michaelmas,M6B,28 Sep-2 Oct 2026,B,2,M1.2 Constant Acceleration,4/5,M1.2.5 Constant Acceleration Formulae 2 + M1.2.6 Vertical Motion Under Gravity,core,Interpret displacement–time graphs to describe motion. Calculate velocity as the gradient of a displacement–time graph.; Interpret velocity time graphs and calculate acceleration. Determine displacement as the area under a velocity–time graph.,Year 12 progress check. Department SEF and DIP due.
Year 13,M1 (shared with Y12 FMM1),y13_m1_009r,Michaelmas,M7A,5-9 Oct 2026,A,2,M1.2 Constant Acceleration,,Revision,cse,Mixed revision and exam-style practice for M1.2 Constant Acceleration.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_009,Michaelmas,M7A,5-9 Oct 2026,A,2,M1.2 Constant Acceleration,★,Unit Test 2: M1.2 Constant Acceleration,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,IR0 closes Thu 8 Oct. HoD data checks. Year 10 PTC.
Year 13,M1 (shared with Y12 FMM1),y13_m1_010,Michaelmas,M7A,5-9 Oct 2026,A,3,M1.3 Vectors in Mechanics,1/4,M1.3.1 Working with Vectors,core,Represent quantities as vectors and perform vector operations. Interpret magnitude and direction in physical contexts.; Resolve motion into components using i and j notation. Solve vector equations to find resultant motion.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_011,Michaelmas,M8B,12-16 Oct 2026,B,3,M1.3 Vectors in Mechanics,2/4,M1.3.2 Solving Problems with Vectors Written Using i and j Notation + M1.3.3 The Velocity of a Particle as a Vector,core,Represent quantities as vectors and perform vector operations. Interpret magnitude and direction in physical contexts.; Resolve motion into components using i and j notation. Solve vector equations to find resultant motion.,13 Oct national holiday. Final teaching week before Michaelmas half-term. Avoid starting a new unit.
Year 13,M1 (shared with Y12 FMM1),y13_m1_012,Michaelmas,M9A,26-30 Oct 2026,A,3,M1.3 Vectors in Mechanics,3/4,M1.3.4 Solving Problems Involving Velocity and Time Using Vectors,core,Represent quantities as vectors and perform vector operations. Interpret magnitude and direction in physical contexts.; Resolve motion into components using i and j notation. Solve vector equations to find resultant motion.,Shorter Year 11 mock week. Regular sixth-form teaching continues unless affected by staffing.
Year 13,M1 (shared with Y12 FMM1),y13_m1_013r,Michaelmas,M9A,26-30 Oct 2026,A,3,M1.3 Vectors in Mechanics,,Revision,cse,Mixed revision and exam-style practice for M1.3 Vectors in Mechanics.,
